lot_id,alarm_id,sensor_value,sigma_deviation
LOT_1178,SPC_ATTR_520,184.3488,10.9154
LOT_1178,SPC_ATTR_521,111.2639,19.0391
LOT_1178,SPC_ATTR_522,1000.0,9.5846
LOT_1179,SPC_ATTR_176,1.1437,3.1435
LOT_1179,SPC_ATTR_447,1.7236,3.1142
LOT_1182,SPC_ATTR_170,1.143,3.7518
LOT_1182,SPC_ATTR_270,7.3173,3.0715
LOT_1182,SPC_ATTR_305,0.3337,3.1083
LOT_1182,SPC_ATTR_441,33.058,3.49
LOT_1182,SPC_ATTR_542,18.5218,3.0763
LOT_1183,SPC_ATTR_094,-0.0139,-4.4382
LOT_1183,SPC_ATTR_107,0.0139,4.4712
LOT_1184,SPC_ATTR_010,0.0483,3.2509
LOT_1184,SPC_ATTR_145,0.3869,4.3508
LOT_1184,SPC_ATTR_172,0.3116,3.151
LOT_1184,SPC_ATTR_280,0.1143,3.61
LOT_1184,SPC_ATTR_307,0.1355,3.4204
LOT_1184,SPC_ATTR_418,25.9236,4.3736
LOT_1184,SPC_ATTR_443,3.5271,3.3099
LOT_1185,SPC_ATTR_001,3299.4,3.8704
LOT_1185,SPC_ATTR_125,15.43,-3.1951
LOT_1187,SPC_ATTR_140,1770.6909,5.1421
LOT_1187,SPC_ATTR_163,24697.0,3.0365
LOT_1187,SPC_ATTR_275,659.1696,6.1078
LOT_1187,SPC_ATTR_413,127.9555,5.2702
LOT_1188,SPC_ATTR_140,1321.8339,3.4374
LOT_1188,SPC_ATTR_275,425.5212,3.3785
LOT_1188,SPC_ATTR_307,0.136,3.44
LOT_1188,SPC_ATTR_413,86.8942,3.0403
LOT_1188,SPC_ATTR_425,25.282,3.4728
LOT_1188,SPC_ATTR_443,3.3944,3.1086
LOT_1189,SPC_ATTR_025,-9228.5,-3.0764
LOT_1189,SPC_ATTR_252,0.1369,3.539
LOT_1189,SPC_ATTR_390,0.0432,3.5428
LOT_1189,SPC_ATTR_524,14.0082,3.268
LOT_1190,SPC_ATTR_121,5.8821,-3.4493
LOT_1190,SPC_ATTR_424,201.19,3.7896
LOT_1191,SPC_ATTR_140,1275.644,3.262
LOT_1191,SPC_ATTR_275,402.7377,3.1124
LOT_1192,SPC_ATTR_140,1321.8339,3.4374
LOT_1192,SPC_ATTR_270,7.3173,3.0715
LOT_1192,SPC_ATTR_275,425.5212,3.3785
LOT_1192,SPC_ATTR_413,86.8942,3.0403
LOT_1192,SPC_ATTR_474,111.552,3.2117
LOT_1192,SPC_ATTR_542,18.5218,3.0763
LOT_1194,SPC_ATTR_113,0.0,-9.3491
LOT_1194,SPC_ATTR_542,18.9296,3.2171
LOT_1195,SPC_ATTR_091,10090.3301,3.1863
LOT_1195,SPC_ATTR_094,-0.0117,-3.7073
LOT_1195,SPC_ATTR_107,0.0117,3.7349
LOT_1196,SPC_ATTR_099,-1.6516,-3.8244
LOT_1196,SPC_ATTR_100,0.1935,3.0596
LOT_1196,SPC_ATTR_102,-0.0008,-3.5882
LOT_1196,SPC_ATTR_105,-0.0026,-3.0376
LOT_1196,SPC_ATTR_125,15.43,-3.1951
LOT_1197,SPC_ATTR_542,18.9296,3.2171
LOT_1198,SPC_ATTR_145,0.4434,5.2719
LOT_1198,SPC_ATTR_280,0.139,4.8274
LOT_1198,SPC_ATTR_418,28.9367,5.1167
LOT_1200,SPC_ATTR_570,64.7031,4.2675
LOT_1202,SPC_ATTR_025,9503.3333,3.3768
LOT_1204,SPC_ATTR_117,0.9335,-5.647
LOT_1204,SPC_ATTR_118,311.7344,39.0288
LOT_1204,SPC_ATTR_176,1.1437,3.1435
LOT_1204,SPC_ATTR_252,0.3506,9.242
LOT_1204,SPC_ATTR_253,2549.9885,39.5518
LOT_1204,SPC_ATTR_390,0.1103,9.2216
LOT_1204,SPC_ATTR_391,805.3936,39.5526
LOT_1204,SPC_ATTR_447,1.7236,3.1142
LOT_1204,SPC_ATTR_524,37.5593,8.9463
LOT_1204,SPC_ATTR_525,818.0005,39.3116
LOT_1205,SPC_ATTR_174,0.8643,3.0095
LOT_1205,SPC_ATTR_309,0.3239,3.1401
LOT_1206,SPC_ATTR_004,3619.7397,5.0337
LOT_1207,SPC_ATTR_121,5.8883,-3.3994
LOT_1210,SPC_ATTR_095,-0.0006,-3.2816
LOT_1210,SPC_ATTR_097,0.703,3.1236
LOT_1211,SPC_ATTR_174,0.8643,3.0095
LOT_1211,SPC_ATTR_309,0.3239,3.1401
LOT_1212,SPC_ATTR_078,0.0906,3.1128
LOT_1212,SPC_ATTR_094,-0.0107,-3.3751
LOT_1212,SPC_ATTR_107,0.0107,3.4003
LOT_1212,SPC_ATTR_307,0.136,3.44
LOT_1212,SPC_ATTR_443,3.3944,3.1086
LOT_1214,SPC_ATTR_002,2233.29,-3.2654
LOT_1214,SPC_ATTR_497,112.3577,3.3504
LOT_1218,SPC_ATTR_136,330.0,3.6848
LOT_1218,SPC_ATTR_409,14.6802,3.6225
LOT_1218,SPC_ATTR_490,958.9577,3.0116
LOT_1218,SPC_ATTR_491,110.7725,3.2921
LOT_1219,SPC_ATTR_357,2.4841,3.0639
LOT_1219,SPC_ATTR_486,956.4246,3.4538
LOT_1222,SPC_ATTR_079,0.1334,3.0716
LOT_1223,SPC_ATTR_025,13880.0,4.8846
LOT_1224,SPC_ATTR_117,0.914,-7.7003
LOT_1224,SPC_ATTR_145,0.3458,3.6808
LOT_1224,SPC_ATTR_252,0.5905,15.6441
LOT_1224,SPC_ATTR_280,0.1114,3.4671
LOT_1224,SPC_ATTR_390,0.1864,15.662
LOT_1224,SPC_ATTR_418,22.4834,3.5251
LOT_1224,SPC_ATTR_524,64.6052,15.4672
LOT_1226,SPC_ATTR_474,127.076,3.903
LOT_1227,SPC_ATTR_147,0.1407,3.9228
LOT_1227,SPC_ATTR_298,12973.9952,3.2945
LOT_1227,SPC_ATTR_434,884.6673,3.008
LOT_1228,SPC_ATTR_174,0.8643,3.0095
LOT_1228,SPC_ATTR_239,0.0159,6.5424
LOT_1228,SPC_ATTR_309,0.3239,3.1401
LOT_1228,SPC_ATTR_377,0.0053,6.927
LOT_1228,SPC_ATTR_511,210.596,4.1079
LOT_1228,SPC_ATTR_572,1.0744,-3.7346
LOT_1229,SPC_ATTR_144,0.0083,3.2223
LOT_1229,SPC_ATTR_417,6.7206,3.2028
LOT_1230,SPC_ATTR_213,0.1652,3.6028
LOT_1230,SPC_ATTR_351,0.0728,3.4621
LOT_1230,SPC_ATTR_443,3.3259,3.0046
LOT_1231,SPC_ATTR_172,0.3116,3.151
LOT_1231,SPC_ATTR_183,55.0,10.6193
LOT_1231,SPC_ATTR_184,56.49,4.3634
LOT_1231,SPC_ATTR_202,24.76,3.3149
LOT_1231,SPC_ATTR_225,0.32,3.66
LOT_1231,SPC_ATTR_307,0.1355,3.4204
LOT_1231,SPC_ATTR_319,15.8934,10.4485
LOT_1231,SPC_ATTR_320,16.4069,3.8966
LOT_1231,SPC_ATTR_363,0.1113,4.293
LOT_1231,SPC_ATTR_443,3.5271,3.3099
LOT_1231,SPC_ATTR_455,42.0703,11.1733
LOT_1231,SPC_ATTR_456,7.901,4.5444
LOT_1231,SPC_ATTR_474,161.7148,5.4454
LOT_1231,SPC_ATTR_475,196.7546,6.4101
LOT_1231,SPC_ATTR_497,130.3146,4.0797
LOT_1231,SPC_ATTR_572,1.0912,-3.6735
LOT_1232,SPC_ATTR_433,952.1274,6.7578
LOT_1233,SPC_ATTR_572,1.0912,-3.6735
LOT_1234,SPC_ATTR_572,1.0912,-3.6735
LOT_1235,SPC_ATTR_225,0.3463,4.0293
LOT_1235,SPC_ATTR_363,0.1057,4.0342
LOT_1235,SPC_ATTR_497,175.8574,5.9294
LOT_1235,SPC_ATTR_573,415.03,4.4792
LOT_1235,SPC_ATTR_575,122.8283,4.2223
LOT_1235,SPC_ATTR_576,0.3332,3.3702
LOT_1235,SPC_ATTR_577,83.7821,4.6225
LOT_1235,SPC_ATTR_578,56.764,3.2135
LOT_1236,SPC_ATTR_121,5.9135,-3.1967
LOT_1236,SPC_ATTR_127,3.856,4.3605
LOT_1236,SPC_ATTR_490,987.5458,3.137
LOT_1237,SPC_ATTR_057,0.9052,-3.4742
LOT_1237,SPC_ATTR_102,0.0017,7.724
LOT_1237,SPC_ATTR_121,6.7805,3.7781
LOT_1238,SPC_ATTR_021,1.3493,-3.3312
LOT_1238,SPC_ATTR_548,388.152,-3.0401
LOT_1238,SPC_ATTR_572,1.0024,-3.9963
LOT_1238,SPC_ATTR_573,430.37,4.657
LOT_1238,SPC_ATTR_575,110.6133,3.7686
LOT_1238,SPC_ATTR_577,80.5462,4.4312
LOT_1238,SPC_ATTR_578,70.1626,4.2867
LOT_1239,SPC_ATTR_174,0.8643,3.0095
LOT_1239,SPC_ATTR_309,0.3239,3.1401
LOT_1239,SPC_ATTR_572,1.0912,-3.6735
LOT_1240,SPC_ATTR_144,0.0083,3.2223
LOT_1240,SPC_ATTR_222,0.1548,4.037
LOT_1240,SPC_ATTR_360,0.0481,3.9602
LOT_1240,SPC_ATTR_417,6.7206,3.2028
LOT_1240,SPC_ATTR_494,6.5238,4.1006
LOT_1243,SPC_ATTR_076,0.0852,4.1317
LOT_1243,SPC_ATTR_211,0.5164,10.1637
LOT_1243,SPC_ATTR_349,0.1193,7.9745
LOT_1243,SPC_ATTR_566,0.4791,4.111
LOT_1243,SPC_ATTR_568,0.1978,4.2036
LOT_1243,SPC_ATTR_570,63.2902,4.1292
LOT_1243,SPC_ATTR_572,1.0744,-3.7346
LOT_1245,SPC_ATTR_571,458.8464,-4.0959
LOT_1245,SPC_ATTR_572,1.0936,-3.6648
LOT_1245,SPC_ATTR_575,125.6939,4.3288
LOT_1245,SPC_ATTR_577,59.2203,3.1709
LOT_1245,SPC_ATTR_578,57.0065,3.2329
LOT_1246,SPC_ATTR_172,0.3116,3.151
LOT_1246,SPC_ATTR_270,7.3173,3.0715
LOT_1246,SPC_ATTR_307,0.1355,3.4204
LOT_1246,SPC_ATTR_443,3.5271,3.3099
LOT_1246,SPC_ATTR_542,18.5218,3.0763
LOT_1247,SPC_ATTR_172,0.3116,3.151
LOT_1247,SPC_ATTR_307,0.1355,3.4204
LOT_1247,SPC_ATTR_443,3.5271,3.3099
LOT_1248,SPC_ATTR_573,445.8,4.8358
LOT_1248,SPC_ATTR_574,1.2041,3.4549
LOT_1248,SPC_ATTR_575,142.1606,4.9405
LOT_1248,SPC_ATTR_577,86.7573,4.7983
LOT_1248,SPC_ATTR_578,91.1106,5.9645
LOT_1249,SPC_ATTR_298,12508.0119,3.1501
LOT_1250,SPC_ATTR_172,0.3116,3.151
LOT_1250,SPC_ATTR_307,0.1355,3.4204
LOT_1250,SPC_ATTR_443,3.5271,3.3099
LOT_1251,SPC_ATTR_127,3.856,4.3605
LOT_1251,SPC_ATTR_572,1.0744,-3.7346
LOT_1252,SPC_ATTR_172,0.4893,6.0745
LOT_1252,SPC_ATTR_307,0.2246,6.9282
LOT_1252,SPC_ATTR_443,5.1317,5.744
LOT_1253,SPC_ATTR_033,99.771,7.1222
LOT_1253,SPC_ATTR_034,21.5944,9.3972
LOT_1253,SPC_ATTR_035,58.7862,6.9368
LOT_1253,SPC_ATTR_036,76.4763,4.6298
LOT_1253,SPC_ATTR_037,41.2139,-6.9367
LOT_1253,SPC_ATTR_038,67.9586,5.7122
LOT_1253,SPC_ATTR_040,125.0222,3.5096
LOT_1253,SPC_ATTR_127,3.856,4.3605
LOT_1253,SPC_ATTR_172,0.494,6.1518
LOT_1253,SPC_ATTR_307,0.1822,5.2589
LOT_1253,SPC_ATTR_572,1.0912,-3.6735
LOT_1254,SPC_ATTR_082,-0.084,-3.6923
LOT_1254,SPC_ATTR_172,0.4893,6.0745
LOT_1254,SPC_ATTR_307,0.2246,6.9282
LOT_1254,SPC_ATTR_443,5.1317,5.744
LOT_1255,SPC_ATTR_222,0.2305,7.2852
LOT_1255,SPC_ATTR_360,0.0888,9.6637
LOT_1255,SPC_ATTR_494,9.4024,7.0562
LOT_1256,SPC_ATTR_170,1.042,3.2415
LOT_1256,SPC_ATTR_441,30.4204,3.0625
LOT_1257,SPC_ATTR_140,1498.329,4.1077
LOT_1257,SPC_ATTR_275,462.6253,3.812
LOT_1257,SPC_ATTR_413,94.7892,3.4691
LOT_1257,SPC_ATTR_572,0.9802,-4.077
LOT_1258,SPC_ATTR_011,0.0284,3.0374
LOT_1258,SPC_ATTR_072,220.1348,3.6587
LOT_1258,SPC_ATTR_087,2.5474,3.8982
LOT_1258,SPC_ATTR_136,549.0,7.4905
LOT_1258,SPC_ATTR_140,1533.777,4.2423
LOT_1258,SPC_ATTR_172,0.4893,6.0745
LOT_1258,SPC_ATTR_271,76.4053,5.6112
LOT_1258,SPC_ATTR_275,483.4778,4.0555
LOT_1258,SPC_ATTR_307,0.2246,6.9282
LOT_1258,SPC_ATTR_409,24.678,7.5005
LOT_1258,SPC_ATTR_413,101.4548,3.831
LOT_1258,SPC_ATTR_443,5.1317,5.744
LOT_1258,SPC_ATTR_469,953.7056,3.1613
LOT_1258,SPC_ATTR_567,5.7682,3.0572
LOT_1259,SPC_ATTR_082,-0.0727,-3.0284
LOT_1259,SPC_ATTR_298,13224.2853,3.3721
LOT_1260,SPC_ATTR_138,334.7,4.0573
LOT_1260,SPC_ATTR_270,8.478,4.0788
LOT_1260,SPC_ATTR_273,122.1174,4.5564
LOT_1260,SPC_ATTR_408,2.823,4.3624
LOT_1260,SPC_ATTR_411,13.8071,4.1817
LOT_1260,SPC_ATTR_542,19.9526,3.5703
LOT_1260,SPC_ATTR_573,427.42,4.6228
LOT_1260,SPC_ATTR_575,110.1081,3.7498
LOT_1260,SPC_ATTR_577,79.2885,4.3569
LOT_1260,SPC_ATTR_578,60.1633,3.4858
LOT_1261,SPC_ATTR_225,0.3602,4.2245
LOT_1261,SPC_ATTR_270,8.478,4.0788
LOT_1261,SPC_ATTR_363,0.1108,4.2699
LOT_1261,SPC_ATTR_408,2.823,4.3624
LOT_1261,SPC_ATTR_497,165.1429,5.4942
LOT_1261,SPC_ATTR_542,19.9526,3.5703
LOT_1261,SPC_ATTR_573,445.8,4.8358
LOT_1261,SPC_ATTR_574,1.2041,3.4549
LOT_1261,SPC_ATTR_575,142.1606,4.9405
LOT_1261,SPC_ATTR_577,86.7573,4.7983
LOT_1261,SPC_ATTR_578,91.1106,5.9645
LOT_1262,SPC_ATTR_085,0.1174,-3.1099
LOT_1263,SPC_ATTR_572,1.0912,-3.6735
LOT_1264,SPC_ATTR_034,13.5481,3.4124
LOT_1265,SPC_ATTR_059,4.2373,-4.1837
LOT_1265,SPC_ATTR_083,0.115,3.02
LOT_1265,SPC_ATTR_196,4.619,10.9617
LOT_1265,SPC_ATTR_332,1.0959,15.9664
LOT_1265,SPC_ATTR_468,109.0074,11.8467
LOT_1266,SPC_ATTR_497,104.7528,3.0415
LOT_1267,SPC_ATTR_011,-0.0282,-3.0473
LOT_1267,SPC_ATTR_072,211.9558,3.4003
LOT_1268,SPC_ATTR_021,1.3522,-3.1579
LOT_1268,SPC_ATTR_025,-10169.0,-3.4004
LOT_1268,SPC_ATTR_140,1533.777,4.2423
LOT_1268,SPC_ATTR_174,0.8643,3.0095
LOT_1268,SPC_ATTR_275,483.4778,4.0555
LOT_1268,SPC_ATTR_309,0.3239,3.1401
LOT_1268,SPC_ATTR_413,101.4548,3.831
LOT_1268,SPC_ATTR_469,930.7692,3.0619
LOT_1268,SPC_ATTR_548,383.906,-3.8785
LOT_1269,SPC_ATTR_145,0.3451,3.6694
LOT_1269,SPC_ATTR_280,0.1049,3.1467
LOT_1269,SPC_ATTR_418,22.8065,3.6048
LOT_1271,SPC_ATTR_025,-9533.6667,-3.1816
LOT_1271,SPC_ATTR_082,-0.0765,-3.2517
LOT_1271,SPC_ATTR_433,591.7942,3.9023
LOT_1271,SPC_ATTR_486,883.0601,3.1183
LOT_1272,SPC_ATTR_152,109.812,3.0889
LOT_1272,SPC_ATTR_425,28.1954,3.9334
LOT_1275,SPC_ATTR_486,991.6667,3.615
LOT_1275,SPC_ATTR_573,431.71,4.6725
LOT_1275,SPC_ATTR_574,1.2571,3.6682
LOT_1275,SPC_ATTR_575,138.3859,4.8003
LOT_1275,SPC_ATTR_576,0.3315,3.3451
LOT_1275,SPC_ATTR_577,83.919,4.6306
LOT_1275,SPC_ATTR_578,67.3679,4.0628
LOT_1276,SPC_ATTR_138,281.2,3.0335
LOT_1276,SPC_ATTR_220,0.0086,3.2479
LOT_1276,SPC_ATTR_492,6.2733,3.1289
LOT_1278,SPC_ATTR_497,170.8085,5.7244
LOT_1279,SPC_ATTR_434,905.148,3.0987
LOT_1280,SPC_ATTR_182,1.315,3.4235
LOT_1280,SPC_ATTR_183,39.41,6.8754
LOT_1280,SPC_ATTR_202,27.52,3.8556
LOT_1280,SPC_ATTR_319,11.1381,6.5377
LOT_1280,SPC_ATTR_454,13.136,3.4099
LOT_1280,SPC_ATTR_455,26.0963,5.9525
LOT_1280,SPC_ATTR_474,117.8954,3.4942
LOT_1280,SPC_ATTR_475,117.428,3.2144
LOT_1281,SPC_ATTR_007,129.2522,4.5115
LOT_1281,SPC_ATTR_079,0.1367,3.1405
LOT_1281,SPC_ATTR_572,1.0744,-3.7346
LOT_1282,SPC_ATTR_072,212.8519,3.4286
LOT_1283,SPC_ATTR_163,35503.0,4.6854
LOT_1283,SPC_ATTR_298,17756.5645,4.7766
LOT_1284,SPC_ATTR_357,2.5788,3.3086
LOT_1284,SPC_ATTR_434,945.6947,3.2783
LOT_1285,SPC_ATTR_566,0.3925,3.0434
LOT_1286,SPC_ATTR_215,0.2818,3.5166
LOT_1286,SPC_ATTR_353,0.066,3.2412
LOT_1287,SPC_ATTR_561,0.2531,3.5026
LOT_1287,SPC_ATTR_566,0.6892,6.7009
LOT_1287,SPC_ATTR_568,0.2736,6.5173
LOT_1287,SPC_ATTR_570,83.4093,6.0991
LOT_1290,SPC_ATTR_072,202.2698,3.0943
LOT_1292,SPC_ATTR_054,4.034,-10.1724
LOT_1292,SPC_ATTR_055,4.289,-9.2231
LOT_1292,SPC_ATTR_057,0.877,-7.617
LOT_1292,SPC_ATTR_059,4.2225,-4.3576
LOT_1292,SPC_ATTR_163,29509.0,3.7707
LOT_1292,SPC_ATTR_172,0.3139,3.1889
LOT_1292,SPC_ATTR_209,165.497,3.2861
LOT_1292,SPC_ATTR_298,12619.7115,3.1847
LOT_1292,SPC_ATTR_307,0.1261,3.0503
LOT_1292,SPC_ATTR_345,54.5434,3.5217
LOT_1292,SPC_ATTR_443,3.6388,3.4793
LOT_1292,SPC_ATTR_573,431.71,4.6725
LOT_1292,SPC_ATTR_574,1.2571,3.6682
LOT_1292,SPC_ATTR_575,138.3859,4.8003
LOT_1292,SPC_ATTR_576,0.3315,3.3451
LOT_1292,SPC_ATTR_577,83.919,4.6306
LOT_1292,SPC_ATTR_578,67.3679,4.0628
LOT_1293,SPC_ATTR_102,0.0012,5.4615
LOT_1293,SPC_ATTR_211,0.3817,6.9615
LOT_1293,SPC_ATTR_349,0.095,5.926
LOT_1293,SPC_ATTR_353,0.0665,3.2792
LOT_1295,SPC_ATTR_007,129.2522,4.5115
LOT_1295,SPC_ATTR_062,9.5335,-3.2365
LOT_1295,SPC_ATTR_434,911.0764,3.125
LOT_1296,SPC_ATTR_116,595.796,-3.0968
LOT_1296,SPC_ATTR_490,981.3953,3.11
LOT_1296,SPC_ATTR_561,0.2531,3.5026
LOT_1297,SPC_ATTR_140,1415.4999,3.7931
LOT_1297,SPC_ATTR_273,97.7977,3.1853
LOT_1297,SPC_ATTR_275,480.8505,4.0248
LOT_1298,SPC_ATTR_092,-0.2611,-3.0056
LOT_1298,SPC_ATTR_108,-0.3163,-3.5957
LOT_1298,SPC_ATTR_109,0.2659,3.1892
LOT_1298,SPC_ATTR_121,7.4275,8.9831
LOT_1298,SPC_ATTR_256,0.8278,3.5231
LOT_1298,SPC_ATTR_394,0.2994,4.3067
LOT_1298,SPC_ATTR_572,1.1073,-3.615
LOT_1299,SPC_ATTR_145,0.4356,5.1447
LOT_1299,SPC_ATTR_172,0.4893,6.0745
LOT_1299,SPC_ATTR_280,0.1522,5.478
LOT_1299,SPC_ATTR_307,0.2246,6.9282
LOT_1299,SPC_ATTR_418,28.2535,4.9482
LOT_1299,SPC_ATTR_443,5.1317,5.744
LOT_1300,SPC_ATTR_007,129.2522,4.5115
LOT_1301,SPC_ATTR_443,3.3259,3.0046
LOT_1304,SPC_ATTR_474,149.1411,4.8855
LOT_1304,SPC_ATTR_475,131.9725,3.8003
LOT_1305,SPC_ATTR_005,1112.16,19.6602
LOT_1305,SPC_ATTR_139,121.1001,5.1434
LOT_1305,SPC_ATTR_141,9998.8795,19.6732
LOT_1305,SPC_ATTR_143,52.34,12.8646
LOT_1305,SPC_ATTR_274,43.5737,6.107
LOT_1305,SPC_ATTR_275,428.5956,3.4144
LOT_1305,SPC_ATTR_276,3332.5654,19.6738
LOT_1305,SPC_ATTR_278,21.2283,15.8952
LOT_1305,SPC_ATTR_412,5.4447,5.1292
LOT_1305,SPC_ATTR_414,899.0504,18.4626
LOT_1305,SPC_ATTR_416,60.7443,13.6707
LOT_1305,SPC_ATTR_572,1.0744,-3.7346
LOT_1306,SPC_ATTR_140,1533.777,4.2423
LOT_1306,SPC_ATTR_275,483.4778,4.0555
LOT_1306,SPC_ATTR_413,101.4548,3.831
LOT_1306,SPC_ATTR_548,383.352,-3.9879
LOT_1307,SPC_ATTR_572,0.9847,-4.0607
LOT_1308,SPC_ATTR_020,9.8773,-11.9457
LOT_1308,SPC_ATTR_156,11.492,9.7867
LOT_1308,SPC_ATTR_291,2.4894,8.7309
LOT_1308,SPC_ATTR_429,116.3478,10.5455
LOT_1308,SPC_ATTR_474,117.6827,3.4847
LOT_1309,SPC_ATTR_001,3282.87,3.6459
LOT_1309,SPC_ATTR_563,298.664,4.7092
LOT_1309,SPC_ATTR_567,5.7602,3.0494
LOT_1309,SPC_ATTR_573,445.8,4.8358
LOT_1309,SPC_ATTR_574,1.2041,3.4549
LOT_1309,SPC_ATTR_575,142.1606,4.9405
LOT_1309,SPC_ATTR_577,86.7573,4.7983
LOT_1309,SPC_ATTR_578,91.1106,5.9645
LOT_1310,SPC_ATTR_486,883.2714,3.1193
LOT_1311,SPC_ATTR_145,0.3604,3.9188
LOT_1311,SPC_ATTR_280,0.1071,3.2551
LOT_1311,SPC_ATTR_418,23.5713,3.7934
LOT_1311,SPC_ATTR_573,427.42,4.6228
LOT_1311,SPC_ATTR_575,110.1081,3.7498
LOT_1311,SPC_ATTR_577,79.2885,4.3569
LOT_1311,SPC_ATTR_578,60.1633,3.4858
LOT_1312,SPC_ATTR_072,204.7133,3.1715
LOT_1312,SPC_ATTR_172,0.4893,6.0745
LOT_1312,SPC_ATTR_286,5.3939,3.4002
LOT_1312,SPC_ATTR_307,0.2246,6.9282
LOT_1312,SPC_ATTR_443,5.1317,5.744
LOT_1313,SPC_ATTR_573,431.71,4.6725
LOT_1313,SPC_ATTR_574,1.2571,3.6682
LOT_1313,SPC_ATTR_575,138.3859,4.8003
LOT_1313,SPC_ATTR_576,0.3315,3.3451
LOT_1313,SPC_ATTR_577,83.919,4.6306
LOT_1313,SPC_ATTR_578,67.3679,4.0628
LOT_1314,SPC_ATTR_001,3339.93,4.4209
LOT_1314,SPC_ATTR_002,2839.46,4.2733
LOT_1315,SPC_ATTR_020,9.8773,-11.9457
LOT_1315,SPC_ATTR_025,-10077.75,-3.369
LOT_1315,SPC_ATTR_156,11.492,9.7867
LOT_1315,SPC_ATTR_291,2.4894,8.7309
LOT_1315,SPC_ATTR_429,116.3478,10.5455
LOT_1315,SPC_ATTR_561,0.2531,3.5026
LOT_1316,SPC_ATTR_209,164.549,3.2524
LOT_1317,SPC_ATTR_433,606.5387,4.0191
LOT_1317,SPC_ATTR_443,3.3259,3.0046
LOT_1317,SPC_ATTR_563,299.876,4.8681
LOT_1318,SPC_ATTR_082,-0.0742,-3.1166
LOT_1319,SPC_ATTR_443,3.3259,3.0046
LOT_1319,SPC_ATTR_565,14.76,3.1573
LOT_1319,SPC_ATTR_569,5.6967,3.2552
LOT_1319,SPC_ATTR_570,56.125,3.4276
LOT_1320,SPC_ATTR_020,9.8773,-11.9457
LOT_1320,SPC_ATTR_156,11.492,9.7867
LOT_1320,SPC_ATTR_162,20488.0,3.8736
LOT_1320,SPC_ATTR_291,2.4894,8.7309
LOT_1320,SPC_ATTR_297,9063.9728,3.6376
LOT_1320,SPC_ATTR_429,116.3478,10.5455
LOT_1321,SPC_ATTR_005,1112.0769,19.6588
LOT_1321,SPC_ATTR_057,0.9052,-3.4742
LOT_1321,SPC_ATTR_141,9998.8944,19.6733
LOT_1321,SPC_ATTR_143,35.68,8.1747
LOT_1321,SPC_ATTR_169,0.273,3.1194
LOT_1321,SPC_ATTR_274,34.7921,3.8144
LOT_1321,SPC_ATTR_276,3332.5964,19.674
LOT_1321,SPC_ATTR_278,16.5289,11.9673
LOT_1321,SPC_ATTR_414,899.119,18.4641
LOT_1321,SPC_ATTR_416,41.7554,8.8735
LOT_1323,SPC_ATTR_072,202.4137,3.0989
LOT_1323,SPC_ATTR_544,0.0136,3.3435
LOT_1323,SPC_ATTR_546,12.2672,3.5391
LOT_1323,SPC_ATTR_561,0.2531,3.5026
LOT_1323,SPC_ATTR_572,0.9847,-4.0607
LOT_1324,SPC_ATTR_024,-8112.3333,-3.1199
LOT_1324,SPC_ATTR_297,8768.4104,3.488
LOT_1324,SPC_ATTR_563,299.62,4.8345
LOT_1324,SPC_ATTR_564,0.3049,-3.0778
LOT_1324,SPC_ATTR_572,0.9847,-4.0607
LOT_1325,SPC_ATTR_154,0.058,4.9298
LOT_1325,SPC_ATTR_212,0.1482,3.6571
LOT_1325,SPC_ATTR_270,8.478,4.0788
LOT_1325,SPC_ATTR_289,0.0186,4.9986
LOT_1325,SPC_ATTR_350,0.0704,4.258
LOT_1325,SPC_ATTR_408,2.823,4.3624
LOT_1325,SPC_ATTR_427,6.0108,4.798
LOT_1325,SPC_ATTR_542,19.9526,3.5703
LOT_1326,SPC_ATTR_486,876.2887,3.0874
LOT_1326,SPC_ATTR_497,108.3205,3.1864
LOT_1327,SPC_ATTR_116,600.2219,-3.0064
LOT_1327,SPC_ATTR_172,0.4893,6.0745
LOT_1327,SPC_ATTR_215,0.3441,4.6201
LOT_1327,SPC_ATTR_307,0.2246,6.9282
LOT_1327,SPC_ATTR_353,0.0833,4.5561
LOT_1327,SPC_ATTR_443,5.1317,5.744
LOT_1327,SPC_ATTR_544,0.0136,3.3435
LOT_1327,SPC_ATTR_546,12.2672,3.5391
LOT_1327,SPC_ATTR_572,0.9847,-4.0607
LOT_1328,SPC_ATTR_151,17.747,3.3724
LOT_1328,SPC_ATTR_434,953.0201,3.3108
LOT_1328,SPC_ATTR_486,957.7982,3.4601
LOT_1328,SPC_ATTR_561,0.2531,3.5026
LOT_1329,SPC_ATTR_162,19368.0,3.6094
LOT_1329,SPC_ATTR_297,9299.3585,3.7568
LOT_1329,SPC_ATTR_572,1.109,-3.6088
LOT_1329,SPC_ATTR_573,432.94,4.6868
LOT_1329,SPC_ATTR_575,111.2887,3.7937
LOT_1329,SPC_ATTR_577,81.0506,4.461
LOT_1329,SPC_ATTR_578,61.8956,3.6245
LOT_1330,SPC_ATTR_001,3266.55,3.4242
LOT_1330,SPC_ATTR_140,1533.777,4.2423
LOT_1330,SPC_ATTR_275,483.4778,4.0555
LOT_1330,SPC_ATTR_413,101.4548,3.831
LOT_1332,SPC_ATTR_020,9.8773,-11.9457
LOT_1332,SPC_ATTR_092,-0.2639,-3.0375
LOT_1332,SPC_ATTR_156,11.492,9.7867
